country,year,agricultural_land,co2_emissions,arable_land,total_sch_adult,childmort_ihme,conf_terr_deaths,dtp_vax_pct,fertility,hdi_undp,humanrights_fariss,cell_subscribers_per100,childmort_,gdppc_output_pwt,docs_perk,pop_est,pop_total,agricultural_employment,tax_rev_pct_gdp_total,tax_rev_pct_gdp,urbanization,area_sqmi,ever_colonized,ncolonizers,col1start,col1end,col1length,totalyrs_colonized,modern_sovereignty_current_name,state_age,fmr_soviet,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,fertilit,value,gdppc_wb2005,gdppc_imf2005,populati,cow_code_n,un_code_n,pts_a,pts_s,na_status_a,na_status_h,na_status_s,rugged,rugged_popw,rugged_slope,rugged_lsd,rugged_pc,land_area,lat,lon,soil,desert,tropical,dist_coast,near_coast,gemstones,q_rule_law,cont_africa,cont_asia,cont_europe,cont_oceania,cont_north_america,cont_south_america,legor_gbr,legor_fra,legor_soc,legor_deu,legor_sca,colony_esp,colony_gbr,colony_fra,colony_prt,colony_oeu,africa_region_n,africa_region_s,africa_region_w,africa_region_e,africa_region_c,slave_exports,pop_1400,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,urban_pop_pct,urban_pop_growth,pop_growth,under5mortality,primary_sch_completion,gender_parity_school,ag_forest_fish_pct_gdp,no2_emissions_total,methane_emissions_total,greenhouse_emissions_total,other_greenhouse_total,co2_solidfuel_pct,co2_solidfuel_total,co2_emissions_percap,co2_liquidfuel_pct,co2_liquidfuel_total,co2_emissions_total,co2_emissions_pergdp,co2_emissions_gas_pct,co2_emissions_gas_total,fdi_inflows,grain_yield,pct_arable_land,pct_agricultural_land,agricultural_land_total
Congo - Kinshasa,2020,31500000,2477334,5.20500209523389,6.8,8.731,NA,57,5.718,0.457,-2.431054595,42.77332121,8.48,760.46906,0.074,89561404,89561404,64.30000305,7.081152,3.351411,45.638,905,1,1,1885,1960,75,75,1960,60,0,1,0,0,0,0,0,0,0,5.908,7,160,168,81339988,490,180,5,5,0,0,0,0.443,0.531,1.177,0.126,2.763,226705,-2.879,23.658,16.001,0,94.866,1.016,0.686405,87149,-2.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,767000,3593277,42.1,2.4,42.2,2.8,44.46,4.539824522,3.2266989,91.1,69.95410156,0.889490008,19.11033837,67964.6604,75336.078,802271.3028,655562.2673,0,0,0.063330889,96.38932496,4503.076,4671.758,0.159386477,0.078492936,3.667,2.771379323,770.4,3.131823295,11.55686906,262000
Cook Islands,2020,1500,79423,NA,NA,NA,0,98,NA,NA,NA,NA,NA,NA,NA,17564,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,16682,16457,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.594,2.641,0.3,14.999,24,-19.213,-158.978,25,0,100,0,100,0,0.86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,2020,1782500,7907389,4.94516255385821,8.8,0.8800000000000001,0,95,1.7209999999999999,0.794,1.586318505,169.3935546,0.86,15043.887,2.8939,5094114,5094114,11.97000027,13.636345,4.938653,80.771,19,1,1,1524,1821,297,297,1838,199,0,0,0,0,0,0,0,0,1,1.8,1,5992,6003,4905769,94,188,2,2,88,88,0,2.112,1.044,5.708,0.623,36.61,5106,9.969,-84.199,52.082,0,94.017,0.031,100,0,0.637,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74647,46.1,1.1,49.7,1.9,79.34,1.982741485,0.994782258,9,96.44022369,1.029330015,4.580900588,1565.733864,2314.5126,12274.13409,848.8139287,2.97731569,231.021,1.618087849,87.38185255,6780.283,7759.372,0.179916949,0,0,4.548870465,4187,4.847238543,34.45945946,17595
Côte d’Ivoire,2020,NA,10070733,11.0062893081761,5.2,9.467,1,84,4.5360000000000005,0.492,-0.439045513,145.340692,7.93,3513.7544,0.2314,26378275,26378275,40.15000153,12.04881,2.674063,51.706,124,1,1,1889,1960,71,71,NA,60,0,0,0,1,0,0,0,0,0,4.937,5,927,914,24294750,437,384,3,3,0,0,0,0.224,0.159,0.594,0.069,0.493,31800,7.623,-5.554,26.151,0,100,0.284,16.359,3239,-0.86,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,52645.949,435857,40.8,2.2,40.7,2.6,50.779,3.448461737,2.552358861,88.8,73.06787872,0.852980018,19.7693184,10034.03784,16265.634,33502.16024,-698.0386407,0,0,0.487688034,54.01726428,5966.209,11045.004,0.353962311,34.26294821,3784.344,2.555885411,2148.4,9.119496855,64.77987421,206000
Croatia,2020,1484000,16982010,14.207457147906,11.3,0.459,0,94,1.423,0.831,2.178475169,106.6423198,0.48,22995.551,2.9996,4105268,4047200,6.190000057,38.627472,6.107478,57.553,21,0,0,0,0,0,0,1991,29,0,0,0,0,0,0,0,0,0,1.46,1,12047,11982,4124531,344,191,1,1,0,88,0,1.267,0.678,3.842,0.366,17.588,5592,45.026,16.419,48.395,0,0,0.113,51.0571,0,-0.203,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,530014,29,2,41.6,4,56.947,-0.362492009,-0.855405633,4.6,97.74315643,1.034080029,2.929072036,2854.357159,4708.392205,30421.04936,3467.191113,14.58741563,2456.89,3.973804906,51.01241019,8591.781,16842.531,0.290627468,27.45482256,4624.087,2.112239041,5714.7,15.58255897,27.59113653,15440
Cuba,2020,6300000,20152280,28.0211946050096,11.8,0.5710000000000001,0,99,1.59,0.777,-0.227479039,53.31661061,0.51,NA,8.4218,11326616,11326616,17.39999962,38.082559,7.661524,77.194,42,1,1,1511,1899,388,388,1909,121,0,0,0,0,0,0,0,0,1,1.606,7,5556,4584,11484636,40,192,3,2,0,0,0,0.528,0.293,1.448,0.153,6.129,10982,21.626,-79.018,45.947,0,100,0.02,100,0,-0.877,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,95479,NA,NA,NA,NA,77.037,0.068028842,-0.009886496,5.4,91.58872986,0.989499986,3.800683524,5912.02302,8559.9216,52418.45565,8037.336225,0.010526316,3.667,3.080994246,91.10526316,31737.885,34836.5,0.492531471,6.621052632,2306.543,NA,2855.9,28.73870316,59.86060561,62267.00195
Curaçao,2020,NA,3335066,NA,NA,NA,NA,NA,1.716,NA,NA,112.7349716,NA,21952.865,NA,164100,155014,NA,NA,NA,89.062,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1.9,NA,NA,NA,160175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.145,-0.269116913,-0.20373479,NA,NA,1.002339959,0.379562948,NA,NA,NA,NA,0,0,37.72628905,100,5881.868,5881.868,NA,0,0,5.54068549,NA,NA,NA,NA
Cyprus,2020,130947,6496162,11.2559523809524,12.1,0.32000000000000006,0,96,1.3130000000000002,0.869,1.523086737,143.849919,0.22999999999999998,29228.803,1.9509,1207361,1207361,2.410000086,24.206488,9.247992,66.821,3,1,1,1914,1960,46,46,1960,60,0,0,1,0,0,0,0,0,0,1.438,1,22629,24389,1179551,352,196,1,1,0,88,0,2.718,0.909,7.867,0.706,44.072,924,35.049,33.235,26.866,0,0,0.012,100,0,0.817,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150000,30.1,2.4,52.1,4,66.81,0.770313835,0.809225398,2.7,96.81906128,0.996190012,1.719176975,314.9241179,642.4094232,7431.193453,-784.4106565,0.181488203,11.001,5.260461605,93.82940109,5687.517,6061.551,0.261576005,0,0,-1.360736713,2009.1,9.159090612,12.15692661,1123.300018
Czechia,2020,3523000,87974706,32.1761658031088,12.7,0.326,0,97,1.671,0.888,2.988253679,122.5662254,0.32000000000000006,31140.898,4.1208,10708982,10698896,2.660000086,34.968188,7.860713,74.061,30,0,0,0,0,0,0,1993,27,0,0,0,0,0,0,0,0,0,1.53,1,15704,15881,10594438,316,203,1,1,0,88,0,0.884,0.578,2.845,0.252,4.154,7727,49.739,15.334,88.653,0,0,0.426,0,0,0.793,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1801067,25.1,0.9,44.2,1.3,73.792,0.453281778,0.294597801,3.3,97.09179688,1.007179976,1.953741677,7315.461229,11901.93351,138957.4247,3096.979707,63.64362005,61400.248,9.165978376,19.77270136,19075.734,96475.103,0.450556472,14.6755863,14158.287,3.47950133,5497.9,32.2973323,45.18259518,34890
Denmark,2020,2632000,26194912,59.8,12.6,0.405,0,97,1.768,0.929,3.036424591,125.4958526,0.38,45875.332,4.0099,5792203,5831404,2.220000029,46.702501,29.730198,88.116,16,0,0,0,0,0,0,1665,355,0,0,0,0,0,0,0,0,0,1.69,1,51366,51626,5764980,390,208,1,1,0,88,0,0.189,0.191,0.611,0.054,0,4243,55.987,10.027,56.165,0,0,0.019,100,0,1.837,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,600000,27,1.1,49.1,1.8,87.874,0.694828809,0.561579124,4.3,103.8826904,1.009670019,0.934444623,5340.426051,7602.607924,53703.22393,-1101.353139,27.01696771,9050.156,5.935712482,50.42145594,16890.202,33498.045,0.099864045,19.23371648,6442.919,1.534575958,6916.5,56.56108597,62.01476542,26040
Djibouti,2020,1702000,351464,0.0862812769628991,4.1,4.882000000000001,0,85,2.627,0.476,-0.223077108,42.51057973,5.75,4048.0232,0.2237,988002,988002,24.549999239999998,10.582927,4.780528,78.062,8,1,1,1884,1977,93,93,1977,43,0,0,0,1,0,0,0,0,0,3.131,7,1195,1303,956985,522,262,1,3,88,88,0,2.432,0.804,6.416,0.627,39.024,2318,11.735,42.58,0,0,0,0.038,100,0,-0.577,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.176,34822,42.3,2.6,43.2,2.9,77.777,1.723901989,1.557873607,61.7,60.45391083,0.858759999,2.287633287,256.955187,634.0422,2766.303815,534.3083383,0,0,0.803830216,75.63451777,546.383,722.399,0.458126564,0,0,8.944728798,1935,0.086281277,73.4253667,17020
Dominica,2020,25000,139250,8,7.8,3.3360000000000003,0,99,NA,0.715,1.875982784,105.7884817,3.4700000000000006,7132.0698,1.1189,71991,71991,NA,25.638298,4.780142,71.09,2,1,2,1632,1763,131,346,1978,42,0,0,1,1,0,0,0,0,0,1.9,1,5407,5311,73925,54,212,NA,2,88,88,0,0.003,0.008,0.005,0.001,0,75,15.427,-61.356,36.405,0,100,0.003,100,0,0.495,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,824,44.7,3.4,42.6,4.9,70.483,0.661813154,0.233431052,34,117.8764877,0.982050002,12.67015205,21.24323298,40.616094,222.8355778,3.398433781,0,0,1.908686783,100,135.679,135.679,0.268242924,0,0,-0.425194265,1722.9,8,33.33333333,250
Dominican Republic,2020,2429000,27769310,18.1535913889464,7.8,3.3130000000000006,0,89,2.299,0.736,-0.293057049,83.32379175,2.8000000000000003,14780.61,1.56,10847904,10847904,8.779999733,13.3589,4.203408,82.54,NA,1,1,1495,1865,370,370,1844,155,0,0,0,0,0,0,0,0,1,2.451,3,5467,5706,10766998,42,214,3,3,0,88,0,1.641,0.519,4.495,0.484,26.179,4838,18.895,-70.493,39.479,0,87.817,0.029,100,0,-0.52,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39145,43,1.2,51.3,2.4,81.074,2.066762457,1.078841148,29.9,95.32808685,0.99357003,5.494006947,2190.405936,6860.9586,33395.08443,1465.972579,13.02349336,2805.255,2.11899467,67.0411985,14440.646,21539.958,0.33366829,8.818522302,1899.506,3.375827496,3153.5,16.55971848,48.68557235,23520
Ecuador,2020,5448000,30931763,3.89756804638428,8.7,1.9010000000000002,0,85,2.38,0.752,0.643758092,91.24789005,1.4000000000000001,9879.7666,2.0368,17643060,17643060,29.73999977,14.039304,4.249972,64.166,105,1,1,1535,1829,294,294,1830,191,0,0,0,0,0,0,0,0,1,2.513,3,3326,3096,16624858,130,218,2,3,0,0,0,1.278,0.766,3.446,0.405,20.09,27684,-1.434,-78.77,44.308,0,73.165,0.157,37.3544,0,-0.587,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,553265,41.8,1.4,43.3,2.9,63.821,2.002489629,1.765611201,14.5,104.7950974,1.01899004,9.243899,5434.62426,15786.336,52746.57269,-6627.099968,0,0,2.753266363,84.44518661,37088.038,43919.659,0.508721248,4.575436253,2009.516,1.292486389,3414.3,3.929779353,22.2096956,55160
Egypt,2020,3835968.8000000003,213456746,2.92427424782762,7.2,2.039,0,95,3.236,0.696,-1.536419686,94.97170247,2.0300000000000002,11202.346,0.4521,102334403,102334403,20.62000084,NA,4.929674,42.783,386,1,1,1882,1935,53,53,1922,85,0,0,1,0,0,0,0,0,0,3.314,6,1705,1877,97553151,651,818,4,4,0,0,0,0.723,0.274,2.001,0.186,5.764,99545,26.562,29.782,0.007,16.498,0,0.325,22.7899,0,-0.03,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1491.701,4182558,42.7,1.7,47.7,2.3,42.704,2.030921309,2.033262176,22.1,94.96289825,0.993579984,11.22500113,25110.16926,51976.752,295499.7454,-9129.160189,0.741050184,1496.136,2.232732005,40.83041212,82434.16,201894.019,0.84308308,46.32471802,93526.835,3.147694016,7310.8,2.79950778,3.750836325,37337.7002
El Salvador,2020,1479120,6123716,30.2606177606178,6.9,1.3490000000000002,0,81,2.002,0.674,0.246425049,146.9221022,1.33,6659.7993,1.5662,6486201,6486201,16.29000092,17.98653,6.961847,73.444,8,1,1,1528,1821,293,293,1841,199,0,0,0,0,0,0,0,0,1,1.909,2,3418,3653,6377853,92,222,2,3,0,88,0,1.75,1,4.746,0.518,26.108,2072,13.724,-88.869,65.938,0,100,0.039,99.6575,0,-0.743,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150732,38.3,1.3,46.2,2.6,72.023,1.553344068,0.509367036,14.5,90.76624298,0.976429999,4.876817893,1413.768144,3032.1234,12577.78974,1063.995209,0,0,0.998428944,92.06534422,5786.526,6285.238,0.306963991,0,0,1.638026835,2794.3,35.56949807,76.44787645,15840
Equatorial Guinea,2020,284000,10265267,4.27807486631016,5.5,5.916,0,53,4.346,0.591,0.004124115,45.16686721,8.18,14478.681,0.4017,1402985,1402985,39.50999832,7.785973,7.317865,73.1,10,1,3,1778,1778,0,140,1968,52,0,0,1,0,0,0,0,1,1,4.745,7,14921,8497,1267689,411,226,3,3,0,0,0,0.559,1.405,1.449,0.177,5.54,2805,1.703,10.335,6.829,0,100,0.069,69.3531,0,-1.263,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10.5,66516,49.5,5,48.3,5.3,72.143,4.345814442,3.654506773,89.6,40.59571838,0.905059993,2.336991975,36.8822004,2959.4892,6374.171054,1042.528097,0,0,4.763967152,11.38545953,608.722,5346.486,0.295342084,59.25925926,3168.288,2.47417776,NA,4.278074866,10.12477718,2840
Eritrea,2020,7592000,722332,6.83168316831683,4,5.133,0,95,3.9330000000000003,0.44,-1.9641295,20.36395515,4.05,NA,0.0628,3546427,3213969,63.11999893,19.52526,6.306169,35.771,45,1,2,1890,1941,51,61,1993,69,0,0,1,0,0,1,0,0,0,4.207,7,221,201,4474690,531,232,4,5,0,0,0,2.481,1.911,6.663,0.658,37.141,10100,15.365,38.848,20.146,1.764,0,0.104,56.1576,0,-0.307,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,133000,101512,NA,NA,NA,NA,35.771,3.044028695,1.363875294,43.1,45.26639175,0.874199986,14.12422744,1259.257014,2893.74,4977.888033,198.8101377,0,0,0.18483484,78.42105263,546.383,696.73,0.25819518,0,0,1.495547962,642.8,6.831683168,75.16831683,75920
Estonia,2020,1004000,10452414,15.827007131355,12.7,0.31800000000000006,0,91,1.608,0.871,2.713978606,147.1771541,0.24,25939.426,4.4833,1326539,1331057,3.170000076,33.332993,7.259142,69.229,17,0,0,0,0,0,0,1991,29,1,0,0,0,0,0,0,0,0,1.54,1,12196,12156,1317384,366,233,1,1,0,88,0,0.123,0.188,0.414,0.035,0,4239,58.673,25.549,62.517,0,0,0.135,37.0373,0,0.527,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69282,32.6,1.1,47.2,1.7,68.88,0.502234551,0.26532574,2.7,96.44262695,1.004570007,2.230111037,951.0109856,2234.878225,23292.77921,-99.10267578,89.55476235,17480.589,14.84881917,4.189366898,817.741,19519.441,0.850788787,5.109900432,997.424,3.386499677,3967.3,16.0110421,23.07338394,10030
Eswatini,2020,1222000,955776,10.1744186046512,6.5,4.992000000000001,0,90,2.9189999999999996,0.588,0.559096043,93.52732251,4.94,7309.0186,0.3285,1160164,1160164,12.149999619999999,25.328146,8.787814,24.171,6,1,1,1903,1968,65,65,1968,52,0,0,1,0,0,0,0,0,0,3.201,7,2642,3049,1367254,572,748,2,3,0,0,0,3.063,2.301,8.574,0.775,54.481,1720,-26.565,31.501,54.413,0,2.876,0.113,36.2172,426,-0.16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9707,58.9,3.3,50.2,2.7,23.799,1.745532778,1.011798397,53.9,85.77204895,0.936940014,8.635440874,569.08095,1377.0204,3478.034532,921.8269162,39.93902439,480.377,1.098404505,60.06097561,722.399,1202.776,0.233300079,0,0,-1.341164734,1136.9,10.1744186,71.04651163,12220
Ethiopia,2020,37903000,14664773,14.333653068162,2.7,6.058,NA,69,4.0489999999999995,0.463,-1.950493427,37.2180717,5.07,1591.4904,0.0769,114963583,114963583,66.62999725,NA,NA,21.695,437,0,0,0,0,0,0,1941,79,0,0,0,0,0,0,0,0,0,4.275,6,297,314,104957438,530,231,4,5,0,0,0,1.57,1.725,4.193,0.443,20.128,100000,8.622,39.636,46.128,1.008,29.455,0.466,2.26331,0,-0.823,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1310000,1639589,33.7,2.3,34.1,2.6,20.763,4.825930178,2.620013482,58.5,54.28184891,0.920340002,31.08666933,39853.5318,64481.034,185292.1681,73227.33019,7.334808726,850.744,0.118240576,69.45937401,8056.399,11598.721,0.263095717,0,0,4.915981574,2538.2,15.119,36.259,362590
Falkland Islands,2020,1141600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3483,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,0.214,0.859,0.083,0.786,1217,-51.745,-59.382,0,0,0,0.005,100,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2020,NA,683898,2.14899713467049,NA,NA,NA,NA,NA,NA,NA,117.1041508,NA,NA,NA,48865,48865,NA,NA,NA,42.398,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2.4,NA,NA,NA,49290,NA,NA,NA,NA,NA,NA,NA,2.253,1.309,8.215,0.665,39.927,140,62.073,-6.885,0,0,0,0.001,100,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,NA,NA,NA,NA,42.064,0.703448802,0.342876364,NA,NA,NA,19.2805217,6.7274712,38.69982,NA,NA,0,0,12.46290659,100,597.721,597.721,0.271814046,0,0,NA,NA,2.148997041,2.148997041,30
Fiji,2020,425000,1393413,9.0311986863711,10.8,2.79,0,99,2.7289999999999996,0.741,1.399055863,117.8305767,2.5700000000000003,7600.8447,0.86,896444,896444,17.61000061,22.677029,6.012506,57.247,7,1,1,1874,1970,96,96,1970,50,0,0,1,0,0,0,0,0,0,2.54,3,3930,3815,905502,950,242,1,1,0,88,0,1.396,0.582,3.723,0.421,14.011,1827,-17.447,161.988,98.293,0,100,0.009,100,0,-0.093,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139322,38.9,2.4,40.3,2.6,56.248,1.587977246,0.684181932,25.3,102.8011017,1.055830002,10.38326455,343.845366,714.6069,2258.173057,-96.9768125,0,0,1.350070921,91.84952978,1074.431,1169.773,0.323337441,0,0,6.232567661,3001.3,9.031198686,23.26217843,4250
Finland,2020,2272000,39287631,7.38352197946828,12.4,0.24,0,91,1.455,0.92,3.154019291,129.2443669,0.24,39893.371,3.8118,5540718,5530719,3.779999971,42.346032,14.763528,85.517,130,0,0,0,0,0,0,1917,103,0,0,0,0,0,0,0,0,0,1.71,1,41136,40854,5508214,375,246,1,1,0,88,0,0.328,0.268,1.202,0.092,0.137,30459,64.481,26.24,2.097,0,0,0.324,8.79128,0,1.897,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100000,25.3,0.6,47.7,1,85.382,0.245173348,0.178410432,2.3,100.8884583,1.057549953,2.473935476,5547.306889,8551.563226,69072.93872,-2170.199459,36.2586247,17150.559,8.660721243,50.25195752,23769.494,47300.633,0.191442133,12.17148616,5757.19,-1.993455272,3958.5,7.390345826,7.485768813,22750
France,2020,28660100,276633893,33.1041334509467,11.5,0.42500000000000004,0,96,1.841,0.901,1.868426729,110.6100121,0.45,39461.105,3.2672,65273512,67391582,2.529999971,47.191743,11.82903,80.975,210,0,0,0,0,0,0,1500,520,0,0,0,0,0,0,0,0,0,2.01,1,38235,38064,67105513,220,250,1,2,0,88,0,1.098,0.496,3.406,0.313,12.07,55010,46.56,2.551,59.939,0,0,0.172,34.6184,0,1.397,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,29.8,1,46.9,1.9,80.444,0.511159792,0.182439829,4.2,92.93036652,1.002249956,1.622122401,36865.68363,81178.5035,499146.6345,34637.33799,11.38880828,34539.473,4.573181595,61.20018379,185605.205,303275.568,0.110254939,24.61549623,74652.786,2.405604953,6875.2,33.52330476,52.44754417,287180.1953
French Guiana,2020,NA,728379,NA,NA,NA,NA,NA,3.281,NA,NA,NA,NA,NA,NA,298682,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205,0.254,0.546,0.065,0.109,8815,3.93,-53.233,18.394,0,100,0.125,43.0358,0,0.99,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2020,45500,828267,0.710227272727273,NA,NA,NA,NA,1.913,NA,NA,109.0010408,NA,NA,1.697,280904,280904,6.829999924,NA,NA,61.975,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2.027,NA,16194,15838,283007,NA,NA,NA,NA,NA,NA,NA,2.072,1.389,5.637,0.645,40.29,366,-15.346,-145.232,6.284,0,96.819,0.001,100,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24449,NA,NA,NA,NA,61.834,0.650333739,0.569178577,NA,77.45410156,1.096349955,4.705882321,37.411203,99.056484,610.09538,39.31968473,0,0,2.955679873,100,803.073,803.073,NA,0,0,0.058012327,NA,0.683060109,12.43169399,455
French Southern Territories,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,2020,2212640,4298177,1.26130321729344,8.2,4.051,0,70,3.8689999999999998,0.702,0.072854102,137.75384,4.25,11803.617,0.6819,2225728,2225728,29.95999908,20.494221,4.037658,90.092,103,1,1,1886,1960,74,74,1960,60,0,0,0,1,0,0,0,0,0,3.849,7,7231,7223,2025137,481,266,3,3,88,88,0,0.218,0.582,0.583,0.07,0.434,25767,-0.623,11.784,11.978,0,100,0.195,28.1246,5200,-0.553,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,27402.172,138320,39,3,39.6,3.3,89.37,3.044784228,2.602954061,48.3,71.91822052,0.970350027,5.2657648439999996,837.847788,3893.9316,34570.62658,24930.39715,0,0,2.756381782,52.89548023,2746.583,5192.472,0.29114565,12.21751412,634.391,10.0589383,1601.1,1.261303217,20.02561416,51600
Gambia,2020,605000,499912,43.4782608695652,3.5,5.120000000000001,0,88,5.087,0.46,0.641877161,139.5290282,5.170000000000001,2644.4087,0.1021,2416664,2416664,27.03000069,10.406122,2.685714,62.582,4,1,1,1888,1965,77,77,1965,55,0,0,1,0,0,0,0,0,0,5.674,4,395,540,2100568,420,270,3,3,0,0,0,0.353,0.384,0.915,0.091,0,1000,13.447,-15.388,81.699,0,89.355,0.053,77.3706,0,0.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21730.895,51104,41.3,2.5,41.6,3,61.27,4.047852418,2.946722281,63.6,70.22550964,0.998510003,23.04329109,499.81734,1039.278,3529.23153,1754.129854,0,0,0.253640982,98.57142857,506.046,513.38,0.514139137,0.714285714,3.667,0.365609952,847.9,43.47826087,59.7826087,6050
Georgia,2020,2371800,9968094,4.47546409555332,12.8,1.234,0,94,2.046,0.78,0.846184377,134.7205052,0.96,13077.325,7.1201,3989175,3714000,38.15000153,23.181938,8.829919,59.453,26,0,0,0,0,0,0,1918,102,1,0,0,0,0,0,0,0,0,1.815,4,2138,2344,3728004,372,268,2,2,0,0,0,3.659,0.859,11.258,1.067,59.17,6949,42.179,43.513,34.021,0,0,0.181,33.1835,0,-1.033,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275547,38.7,1.5,47.8,1.9,58.632,0.766612893,0.080332445,10.8,117.095871,1.01256001,6.66134337,2352.373867,5019.192092,14627.74929,221.9213724,12.64789882,1136.77,2.416460496,31.57894737,2838.258,8987.817,0.626093828,46.71562627,4198.715,7.304792245,1979.4,4.950352569,34.45100014,23940
