country,year,agricultural_land,co2_emissions,arable_land,total_sch_adult,childmort_ihme,conf_terr_deaths,dtp_vax_pct,fertility,hdi_undp,humanrights_fariss,cell_subscribers_per100,childmort_,gdppc_output_pwt,docs_perk,pop_est,pop_total,agricultural_employment,tax_rev_pct_gdp_total,tax_rev_pct_gdp,urbanization,area_sqmi,ever_colonized,ncolonizers,col1start,col1end,col1length,totalyrs_colonized,modern_sovereignty_current_name,state_age,fmr_soviet,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,fertilit,value,gdppc_wb2005,gdppc_imf2005,populati,cow_code_n,un_code_n,pts_a,pts_s,na_status_a,na_status_h,na_status_s,rugged,rugged_popw,rugged_slope,rugged_lsd,rugged_pc,land_area,lat,lon,soil,desert,tropical,dist_coast,near_coast,gemstones,q_rule_law,cont_africa,cont_asia,cont_europe,cont_oceania,cont_north_america,cont_south_america,legor_gbr,legor_fra,legor_soc,legor_deu,legor_sca,colony_esp,colony_gbr,colony_fra,colony_prt,colony_oeu,africa_region_n,africa_region_s,africa_region_w,africa_region_e,africa_region_c,slave_exports,pop_1400,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,urban_pop_pct,urban_pop_growth,pop_growth,under5mortality,primary_sch_completion,gender_parity_school,ag_forest_fish_pct_gdp,no2_emissions_total,methane_emissions_total,greenhouse_emissions_total,other_greenhouse_total,co2_solidfuel_pct,co2_solidfuel_total,co2_emissions_percap,co2_liquidfuel_pct,co2_liquidfuel_total,co2_emissions_total,co2_emissions_pergdp,co2_emissions_gas_pct,co2_emissions_gas_total,fdi_inflows,grain_yield,pct_arable_land,pct_agricultural_land,agricultural_land_total
Réunion,2020,NA,4587948,NA,5.48,NA,NA,NA,2.213,NA,NA,NA,NA,NA,NA,895308,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2020,13414000,71475046,37.7520862308762,11,0.9630000000000001,0,88,1.64,0.811,0.936675539,117.0747154,0.7000000000000001,24348.965,2.9807,19237682,19286123,21.23999977,26.730701,4.535263,54.194,148,0,0,0,0,0,0,1878,142,0,0,0,0,0,0,0,0,0,1.52,2,6230,6297,19583986,360,642,2,2,0,88,0,1.267,0.555,4.005,0.357,16.71,22971,45.843,24.986,69.642,0,0,0.367,6.7651,0,-0.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,33.4,1.6,39.2,2.9,53.998,-0.466532426,-0.581419209,7.8,91.95834351,0.990390003,4.343721941,8218.071198,25707.73391,121762.2251,-1511.498457,32.09009953,22464.042,3.516153691,31.65007858,22156.014,70003.03,0.377827395,30.63907805,21448.283,2.872852471,5223,37.30006954,58.76651599,135210
Russia,2020,215494000,1577136041,7.42809828740168,12,0.836,NA,97,1.8319999999999999,0.816,-1.232211867,164.3876311,0.58,22580.941,4.0139,145934460,144104080,5.829999924,30.589157,6.991807,74.754,6600,0,0,0,0,0,0,1547,473,0,0,0,0,0,0,0,0,0,1.75,7,7149,8052,144496740,365,643,4,4,0,0,0,0.94,0.355,3.278,0.267,11.412,1638134,61.99,96.711,17.718,0.056,0,1.841,2.76605,205550,-0.873,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6481410,33.3,0.7,44.5,0.7,74.433,0.176676488,-0.012935384,7.6,97.87658691,0.993070006,3.146647061,65193.99975,545818.581,2803398.488,386864.704,23.73992586,404847.801,11.85752777,23.08731067,393718.456,1705345.684,1.008614982,49.93076043,851492.068,0.531878976,2964.3,7.518031242,13.29447034,2177218.125
Rwanda,2020,1811700,1032737,46.6842318605594,4.1,5.0680000000000005,1,98,3.926,0.524,-0.670644255,76.49153596,3.4299999999999997,1997.6191,0.134,12952209,12952209,62.29000092,16.167303,6.817457,17.432,10,1,2,1899,1915,16,63,1962,58,0,1,0,0,1,0,0,0,0,3.8,6,429,449,12208407,517,646,3,4,0,0,0,3.309,3.178,8.748,0.855,64.627,2467,-2.003,29.923,42.97,0,68.88,0.946,0,0,-1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,211005,46.9,2.1,49.5,2.6,17.211,3.14497755,2.644008891,37.9,75.96985626,1.013059974,29.0389547,1703.89113,2941.5984,6689.948897,768.8231217,0,0,0.075764224,91.70305677,770.07,839.743,0.10985085,0,0,3.211806001,1282.3,46.68422988,73.43737135,18116.99951
Saint Martin (French part),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38659,38659,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1.81,NA,NA,NA,32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.907296656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samoa,2020,75700,245833,11.4840989399293,10.3,1.5710000000000002,0,58,3.785,0.713,2.560865976,63.58317294,1.5,NA,0.3445,198410,198410,30.20999908,25.663852,5.898651,17.889,1,1,2,1900,1914,14,20,1962,100,0,0,1,0,1,0,0,0,0,4.028,2,2652,2591,196440,990,882,NA,1,88,88,0,1.677,0.968,4.644,0.549,22.244,283,-13.738,-172.168,100,0,100,0.003,100,0,0.36,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33072,42.9,2.8,43.7,3,18.243,-0.740682249,0.397464519,16.5,100.8598328,1.05140996,10.71661827,40.2857772,132.87744,356.08696,54.75676675,0,0,1.030157995,100,198.018,198.018,0.291593997,0,0,1.07686679,NA,2.826855124,12.36749117,350
San Marino,2020,2300,NA,33.0833333333333,NA,NA,0,88,NA,NA,4.269659599,114.4418193,0.17,NA,6.1094,33938,33938,NA,16.487635,7.563751,97.499,2,0,0,0,0,0,0,1500,520,0,0,0,0,0,0,0,0,0,1.26,1,58570,49361,33400,331,674,NA,1,88,88,0,1.802,1.925,5.497,0.522,14.144,6,43.944,12.459,0,0,0,0.025,100,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,97.226,0.497460321,0.337998424,2.2,95.31680298,1.01075995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,16.66666667,10
São Tomé & Príncipe,2020,44000,112744,4.16666666666667,6.3,3.4060000000000006,0,95,4.2139999999999995,0.589,3.331958707,77.07806339,2.9800000000000004,3541.9373,0.0531,219161,219161,19.13999939,12.834225,5.488876,74.354,3,1,1,1522,1975,453,453,1975,45,0,0,0,0,0,0,0,1,0,4.516,2,1064,1087,204327,403,678,1,1,88,88,0,2.347,0.876,5.991,0.71,42.127,96,0.446,6.727,88.013,0,100,0.004,100,0,-0.205,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30.1,2.4,30.4,2.8,72.803,3.037835235,1.884217354,32.4,86.72136688,1.03489995,11.35355932,9.6957987,46.193046,195.4869613,87.44855366,0,0,0.580793656,100,113.677,113.677,0.478742872,0,0,7.215790332,2083.9,9.062499801,50.72916746,487.0000076
Saudi Arabia,2020,173629000,625507882,1.59883518088655,9.5,0.8230000000000001,0,96,2.238,0.853,-0.995758828,120.5147446,0.66,38548.086,2.6117,34813867,34813867,2.410000086,4.746632,0.576377,84.287,864,0,0,0,0,0,0,1932,88,0,0,0,0,0,0,0,0,0,2.713,7,15597,15490,32938213,670,682,4,3,0,0,0,0.914,0.688,2.514,0.231,8.891,214969,24.097,44.562,0,37.258,0,0.304,13.6641,0,0.343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,47.8,3.7,49,4.1,83.844,2.064004379,1.7988753,7.4,114.3582993,0.870920002,2.230436903,6517.459809,62903.44473,514967.2626,8839.071634,0,0,19.44066648,68.75179217,413230.563,601046.969,0.921911118,26.4967329,159257.81,0.410080404,5600.5,1.617442515,80.76466839,1736190
Senegal,2020,8878000,10451209,16.6207863709552,3,5.314,0,93,4.4910000000000005,0.505,0.796011622,109.721371,4.53,3208.1443,0.0691,16743930,16743930,30.10000038,16.752672,4.6964,48.122,75,1,2,1693,1817,124,267,1960,60,0,0,1,1,0,0,0,0,0,5.031,3,894,876,15850567,433,686,2,2,0,88,0,0.244,0.246,0.647,0.065,0.168,19253,14.361,-14.474,60.496,0,34.999,0.165,32.4713,0,-0.207,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,377000,442565,39.1,2.2,39.2,2.6,47.192,3.744338712,2.78193167,45.4,60.18647003,1.134189963,16.56229004,6561.68754,9927.6498,54185.37188,30363.76852,9.730848861,861.745,0.624760004,61.82194617,5474.831,8855.805,0.467142873,0.869565217,77.007,2.783649922,1275.1,16.62078637,46.06035423,88680
Serbia,2020,3464000,43135397,29.5335010290418,11.1,0.561,0,97,1.4409999999999998,0.787,NA,96.37095905,0.53,14027.709,3.1131,8737370,6908224,15.60999966,35.916127,5.73633,56.446,34,0,0,0,0,0,0,2003,17,0,0,0,0,0,0,0,0,0,1.46,4,4942,4990,7020858,NA,688,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,34.2,1.3,51.1,1.6,56.092,-0.286002271,-0.553799324,5.7,99.03386688,1.005480051,6.200501941,7444.9,6589,NA,NA,65.43029595,24645.907,5.282521917,21.82632399,8221.414,37667.424,0.87776275,9.783878505,3685.335,8.131696948,3967.7,29.705008,39.33226618,34400
Seychelles,2020,1550,491067,0.326086956521739,9.5,1.348,0,99,2.414,0.797,1.479227588,198.1522217,1.42,32104.805,2.1212,98340,98462,NA,29.719279,10.500678,57.546,1,1,2,1756,1794,38,220,1976,44,0,0,1,1,0,0,0,0,0,2.3,2,13905,17361,95843,591,690,2,2,88,88,0,4.885,1.802,11.129,1.278,54.101,46,-6.723,51.924,13.043,0,100,0,100,0,0.58,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41.1,3.3,43.3,3.7,56.691,1.715478237,0.954291918,14.2,114.4444427,1.038699985,2.028153515,22.60393644,24.145848,910.2873583,381.5241099,0,0,5.418677963,100,495.045,495.045,0.421670817,0,0,8.280210767,NA,0.326086969,3.369565114,15.49999952
Sierra Leone,2020,3949000,877190,21.9451371571072,3.5,11.782,0,95,4.077,0.419,0.540344793,86.13360825,10.920000000000002,1394.4885,0.0251,7976985,7976985,54.49000168,10.905437,4.837459,42.923,27,1,1,1896,1961,65,65,1961,59,0,0,1,0,0,0,0,0,0,4.516,3,325,319,7557212,451,694,2,2,0,88,0,0.498,0.574,1.317,0.144,1.943,7162,8.561,-11.791,7.546,0,100,0.1,51.5546,16819,-1.29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,69606.719,338261,37.9,2.2,38.2,2.7,42.055,3.137954963,2.136648208,110.5,68.28652191,0.995519996,60.28354504,1604.756106,3352.0362,11810.88702,5671.202814,0,0,0.186560088,87.11484594,1140.437,1309.119,0.328546723,0,0,20.10456096,1956.1,21.94513716,54.71044611,39490
Singapore,2020,660,45503904,0.78984485190409,11.5,0.21200000000000002,0,96,1.2229999999999999,0.932,1.700365887,155.6474064,0.25,67138.117,2.2936,5850343,5685807,0.029999999,13.24457,6.370214,100,2,1,1,1826,1963,137,137,1963,57,0,0,1,0,0,0,0,0,0,1.24,4,37116,37870,5612253,830,702,2,1,0,0,0,0.016,0.004,0.036,0.005,0,67,1.361,103.82,3.488,0,100,0.003,100,0,1.577,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49570,38.3,1.5,43.4,2.2,100,0.469704299,0.469704299,2.8,99.78926849,0.995180011,0.024858782,1908.561066,2385.8004,55910.2813,6773.444771,2.966239511,1672.152,10.30633191,59.31178039,33435.706,56372.791,0.194480969,37.72848501,21268.6,22.52858845,NA,0.789844838,0.930888592,6.600000262
Sint Maarten,2020,NA,623462,NA,NA,NA,NA,NA,NA,NA,NA,195.941138,NA,18673.803,NA,42882,40812,NA,NA,NA,100,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2.03,NA,NA,NA,41109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.196976476,0.196976476,NA,NA,NA,0.088587806,NA,NA,NA,NA,0,0,19.46132413,100,733.4,733.4,NA,0,0,NA,NA,NA,NA,NA
Slovakia,2020,1889000,30730385,28.0366056572379,12.5,0.652,0,97,1.5330000000000001,0.855,1.812497515,135.5967816,0.58,24923.85,3.4156,5459643,5458827,2.789999962,35.093719,7.170272,53.76,18,0,0,0,0,0,0,1993,27,0,0,0,0,0,0,0,0,0,1.37,1,16917,13719,5439232,317,703,1,2,0,88,0,1.56,0.672,5.043,0.442,23.419,4810,48.707,19.487,60.924,0,0,0.554,0,0,0.263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,698933,24.3,0.9,39.8,1.3,53.726,0.096374379,0.142914343,5.6,92.50398254,1.003399968,3.007687608,2778.399906,4074.574065,46301.27397,1597.093945,43.31819268,13289.208,5.661581328,23.09347358,7084.644,30678.122,0.314470444,28.1616065,8639.452,0,4856,28.01580699,39.22628952,18860
Slovenia,2020,612000,12562986,9.02743290757037,12.2,0.23199999999999998,0,95,1.619,0.896,3.157118616,120.8464227,0.21000000000000002,28234.734,3.0861,2078931,2100126,4.28000021,37.631812,7.459097,55.118,7,0,0,0,0,0,0,1991,29,0,0,0,0,0,0,0,0,0,1.58,1,21617,22024,2066388,349,705,1,1,0,88,0,2.496,0.746,7.713,0.711,39.108,2014,46.112,14.823,67.604,0,0,0.091,61.6056,0,0.973,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202779,24.8,0.8,41.5,1.2,54.541,0.540139042,0.04760799,2.1,97.34123993,1.011360049,1.916986318,1165.98378,2821.744557,21074.74834,1082.55479,32.51287922,4165.712,6.213686845,51.17344018,6556.596,12812.498,0.267624335,11.19061248,1433.797,2.791920566,5543.3,9.129183266,30.65633976,6174.799805
Solomon Islands,2020,117000,298781,0.714540907466953,5.5,2.883,0,94,4.309,0.546,3.757369267,71.37945398,1.97,NA,0.1937,686878,686878,37.25999832,16.725532,6.922534,24.67,10,1,2,1885,1918,33,118,1978,42,0,0,1,0,1,0,0,0,0,3.904,2,1285,1333,611343,940,90,1,1,88,88,0,1.54,1.109,4.111,0.476,21.213,2799,-8.895,159.601,80.002,0,100,0.003,100,0,-1.195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43289,41.3,3,42,3.7,23.749,4.578655939,2.610133776,20.6,87.17086029,0.972720027,35.0329468,2656.013598,1449.1548,4591.464527,228.5238972,0,0,0.343539796,100,201.685,201.685,0.237507749,0,0,2.767744381,1622.2,0.714540907,3.8585209,1080
Somalia,2020,44125000,562143,1.75343513884018,2.1,11.040000000000001,NA,42,5.885,NA,-1.739184553,50.99230249,11.700000000000001,NA,0.023,15893219,15893219,80.27999878,3.122227,0.235982,46.141,246,1,2,1888,1936,48,103,1960,60,0,0,1,0,0,1,0,0,0,6.364,7,370,384,14742523,520,706,5,4,0,0,0,0.65,0.45,1.711,0.17,6.914,62734,6.061,45.867,7.535,3.358,0,0.126,44.7664,0,-2.203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32276.752,661618,36.1,3.7,39.3,4.7,44.971,4.129874897,2.831767652,127.2,NA,NA,62.74456519,4923.234,16205.862,21916.32322,-391.621094,0,0,0.045347231,100,608.722,608.722,NA,0,0,5.387205387,547,1.753435139,70.33665955,441250
South Africa,2020,96341000,451957087,9.89209374407505,10.1,3.5869999999999997,NA,77,2.358,0.699,-1.061342789,165.5999383,3.45,11741.271,0.9054,59308690,59308690,5.28000021,28.971872,15.217347,67.354,470,1,2,1652,1806,154,268,1961,100,0,0,1,0,0,0,1,0,0,2.339,2,6625,6656,56717156,560,710,3,4,0,99,0,1.761,1.318,4.942,0.45,23.957,121447,-29.004,25.094,27.647,4.386,0.179,0.306,18.9404,144785,0.207,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2030.663,486527,60.3,1.6,68.2,2,66.355,2.121665549,1.357697288,37.1,81.67077637,1.013659954,2.187002905,21148.53368,63155.98842,502130.255,14234.3625,84.65581528,414620.356,8.979062348,12.31487998,60314.816,489771.854,1.184151553,1.799913149,8815.468,1.492647128,5648.2,10.30426432,79.83002086,968410
South Georgia & South Sandwich Islands,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Korea,2020,1652000,597605055,14.0894175553733,12.1,0.35400000000000004,0,98,1.082,0.903,1.228568362,134.4892665,0.32000000000000006,36264.551,2.3608,51269183,51780579,5.139999866,27.304541,9.069119,81.414,38,0,0,0,0,0,0,1948,72,0,0,0,0,0,0,0,0,0,1.239,2,24499,25038,51466201,732,410,2,2,0,88,0,1.96,0.747,5.807,0.546,33.976,9873,36.356,127.806,43.556,0,0,0.042,95.0484,0,0.717,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2308243,30.4,1,34.7,1.2,81.459,0.273938169,0.327939403,3.3,96.12033844,1.001549959,1.983314639,14979.3426,32624.7,668989.6514,15095.61275,52.56153236,308618.387,11.57034541,26.61520494,156272.872,587156.373,0.475684452,16.82623549,98796.314,0.894102018,6672.1,14.57600286,17.44607064,17008.00049
South Sudan,2020,28533200,1179207,NA,4.8,11.126000000000001,0,49,4.543,0.388,-2.592480777,20.08628008,9.620000000000001,NA,NA,11193729,11193729,60.38000107,NA,NA,20.199,239,0,0,0,0,0,0,2011,9,0,0,0,0,0,0,0,0,0,4.937,7,NA,NA,12575714,626,728,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,46.4,3.4,46,3.7,19.615,1.976365785,0.59544157,96.4,25.73390961,0.685739994,11.40951031,NA,NA,NA,NA,0,0,0.141748232,100,1496.136,1496.136,0.158207645,0,0,-0.255626634,1414.5,NA,NA,285331.9922
Spain,2020,26183323.9,208914968,23.7873681820378,9.8,0.34700000000000003,1,96,1.3559999999999999,0.891,1.191515174,118.4398,0.31000000000000005,35696.117,3.8723,46754783,47351567,4.03000021,35.297445,9.939989,80.81,195,0,0,0,0,0,0,1516,504,0,0,0,0,0,0,0,0,0,1.32,1,27705,27648,46593171,230,724,2,2,0,88,0,1.689,0.81,5.062,0.472,23.372,49900,40.231,-3.644,64.134,0,0,0.131,42.9055,0,1.333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,34.2,1.1,50.8,1.7,80.321,0.580216883,0.279719893,3.1,97.17855072,1.009039998,2.617426224,20873.14001,37208.10558,348257.2922,17453.12477,18.57505564,43461.284,5.033824487,55.14998589,129038.063,233976.602,0.170659066,23.16553302,54201.927,3.183017935,2769.4,24.69589497,52.57724744,262656.9922
Sri Lanka,2020,2811600,21106254,22.1712142764774,10.9,0.9289999999999999,1,99,2.174,0.77,-0.526460575,144.3395582,0.71,12696.964,1.0041,21413250,21919000,24.97999954,11.749256,2.848871,18.713,25,1,2,1619,1656,37,329,1948,72,0,0,1,0,0,0,0,1,0,2.062,4,2084,2163,21444000,780,144,3,3,0,0,0,0.65,0.446,1.712,0.197,7.786,6463,7.63,80.701,51.595,0,100,0.035,100,0,-0.067,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,956352,49,2.4,41.9,2.4,18.476,1.547574095,1.048392958,8.8,101.9328995,1.024850011,7.869726163,2174.257602,11863.518,30451.82631,988.0486331,21.11244019,3883.353,0.885247473,73.78389155,13571.567,18393.672,0.252527381,0,0,1.562030489,2146.8,20.73034604,43.69319088,27400
St. Barthélemy,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Helena,2020,NA,9494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6071,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.863,2.368,11.182,1.205,72.252,39,-25.656,-10.466,10.256,0,0,0.001,100,0,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts & Nevis,2020,6000,212040,19.2307692307692,8.4,NA,0,96,NA,0.778,3.05041938,147.7144779,1.54,19235.061,2.6758,53192,53192,NA,18.45951,4.983655,30.843,1,1,1,1623,1983,360,360,1983,37,0,0,1,0,0,0,0,0,0,2.107,2,8905,8130,55345,60,659,NA,1,88,88,0,0.006,0.01,0.012,0.003,0,26,17.274,-62.704,100,0,100,0.001,100,0,0.06,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,743,41.3,4.1,40.2,5.7,30.776,0.765048048,0.757999916,13.7,NA,NA,1.229933381,14.62766496,30.056136,102.937734,-30.61539589,0,0,4.549986213,100,231.021,231.021,0.266385005,0,0,5.133758281,NA,19.23076923,23.07692308,60
St. Lucia,2020,10600,439905,4.91803278688525,8.9,1.508,0,92,1.411,0.747,1.224225148,101.6795958,2.23,7909.0635,0.6409,183629,183629,9.970000267,20.350186,3.950536,18.841,NA,1,2,1650,1814,164,329,1979,41,0,0,1,1,0,0,0,0,0,1.869,1,5914,5894,178844,56,662,2,1,88,88,0,2.147,1.351,5.841,0.59,35.476,61,13.894,-60.965,32.527,0,100,0.002,100,0,0.06,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1335,45.3,3.2,46.5,4.5,18.678,0.869159377,0.514822934,16.6,106.7992935,1.012490034,2.07174217,34.90848,43.716282,598.7659176,4.278705012,0,0,2.282928389,100,407.037,407.037,0.285915416,0,0,7.238602972,NA,4.918032787,17.37704981,106.0000038
St. Pierre & Miquelon,2020,2000,50636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5795,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833,1.054,2.467,0.247,2.892,23,46.936,-56.323,0,0,0,0.001,100,0,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent & Grenadines,2020,7000,208876,5.12820512820513,8.6,1.893,0,97,1.854,0.723,1.94245495,92.86637912,1.46,8145.957,0.6648,110947,110947,10.07999992,23.894638,6.25588,53.032,NA,1,1,1762,1979,217,217,1979,41,0,0,1,0,0,0,0,0,0,1.952,1,5465,5488,109897,57,670,1,1,88,88,0,3.071,1.878,8.401,0.892,61.286,39,13.185,-61.205,38.818,0,100,0.001,100,0,0.06,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1081,48.3,4.3,45.9,6,52.198,1.143369099,0.348123622,16.2,89.96710968,0.970560014,6.719840278,18.43006482,39.864762,319.2180852,-46.50052166,0,0,1.920054014,100,209.019,209.019,0.2948686,0,0,12.49831827,26110.2,12.82051282,25.64102564,100
Sudan,2020,68186160,18859244,10.7196617924522,3.7,5.266,NA,93,4.289,0.502,-2.470596454,77.11203717,5.84,4391.0371,0.2618,43849269,43849269,38.36999893,3.053264,0.361825,35.253,728,1,1,1898,1956,58,58,1956,64,0,0,1,0,0,0,0,0,0,4.286,7,1046,1138,40533330,625,729,5,5,0,0,0,0.442,0.292,1.186,0.116,2.891,237600,13.887,30.09,19.8,2.16,20.679,0.917,2.92113,0,-1.547,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,864000,3776350,36.1,2.6,36.1,3.3,34.642,3.180539089,2.392265265,63.2,62.06533813,0.965910017,31.46866064,84959.1456,96531.474,491982.2665,297048,0,0,0,88.71121718,13630.239,15364.73,0.22161808,0,0,2.780280184,674.2,NA,NA,681861.5625
Suriname,2020,84000,2224178,0.397435897435897,8.5,3.156,0,77,2.371,0.72,1.194181517,139.9867899,1.8,11815.036,1.2101,586634,586634,8.0799999239999991,16.020112,7.987788,66.149,63,1,1,1667,1974,307,307,1975,46,0,0,0,0,0,0,1,0,0,2.336,2,5154,5282,563402,115,740,1,2,88,88,0,0.307,0.034,0.815,0.096,0.743,15600,4.133,-55.911,22.425,0,100,0.191,25.757,0,-0.323,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,52,4.6,55.7,6.3,66.06,0.987514314,0.958587769,19.6,89.1867218,1.130599976,12.56854382,273.267945,709.38756,2657.877624,-476.1728971,0,0,3.598912291,96.13259669,1914.174,1991.181,0.406355291,0.368324125,7.334,5.894002,4464,0.416666667,0.557692308,870
